"","X","subj_idx","session","rt","valence","task","response","correct","ctl_type","task_n","correct_n","valence_n","session_n","task_switch","treatment_cond","val_ctr","sess_ctr","ts_ctr"
"2687",2687,27,"Pre",1.67327,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2688",2688,27,"Pre",0.82156,"positive","self",1,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2689",2689,27,"Post",2.05924,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2690",2690,27,"Post",1.23909,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2691",2691,27,"Post",1.25855,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2692",2692,27,"Post",1.4025,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2693",2693,27,"Post",1.01449,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2694",2694,27,"Post",1.34066,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2695",2695,27,"Post",1.30992,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2696",2696,27,"Post",1.21401,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2697",2697,27,"Post",0.94961,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2698",2698,27,"Post",1.59956,"positive","self",0,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2699",2699,27,"Post",0.99768,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2700",2700,27,"Post",1.17443,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2701",2701,27,"Post",1.75798,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2702",2702,27,"Post",1.16203,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2703",2703,27,"Post",1.16822,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2704",2704,27,"Post",1.47299,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2705",2705,27,"Post",1.18971,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2706",2706,27,"Post",1.05679,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2707",2707,27,"Post",1.14558,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2708",2708,27,"Post",1.09786,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2709",2709,27,"Post",1.41706,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2710",2710,27,"Post",0.96213,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2711",2711,27,"Post",1.11537,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2712",2712,27,"Post",0.91045,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2713",2713,27,"Post",0.92715,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2714",2714,27,"Post",0.9707,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2715",2715,27,"Post",1.12446,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2716",2716,27,"Post",1.0409,"positive","self",0,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2717",2717,27,"Post",2.06556,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2718",2718,27,"Post",0.98914,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2719",2719,27,"Post",1.00698,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2720",2720,27,"Post",1.44669,"negative","self",1,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2721",2721,27,"Post",0.90866,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2722",2722,27,"Post",1.05588,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2723",2723,27,"Post",1.73704,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2724",2724,27,"Post",0.94486,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2725",2725,27,"Post",1.25235,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2726",2726,27,"Post",1.70602,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2727",2727,27,"Post",1.67533,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2728",2728,27,"Post",1.12841,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2729",2729,27,"Post",1.28792,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2730",2730,27,"Post",1.64263,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2731",2731,27,"Post",1.13136,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2732",2732,27,"Post",1.05856,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2733",2733,27,"Post",1.11627,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2734",2734,27,"Post",1.07603,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2735",2735,27,"Post",1.09625,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2736",2736,27,"Post",0.99809,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2737",2737,27,"Post",1.42468,"positive","self",0,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2738",2738,27,"Post",1.26431,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2739",2739,27,"Post",0.97383,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2740",2740,27,"Post",1.09665,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2741",2741,27,"Post",1.0066,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2742",2742,27,"Post",2.00188,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2743",2743,27,"Post",1.11023,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2744",2744,27,"Post",1.58806,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2745",2745,27,"Post",1.11383,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2746",2746,27,"Post",1.06766,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2747",2747,27,"Post",1.26851,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2748",2748,28,"Pre",1.67646,"negative","self",0,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2749",2749,28,"Pre",1.9979,"negative","self",0,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2750",2750,28,"Pre",1.22096,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2751",2751,28,"Pre",1.14671,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2752",2752,28,"Pre",0.88525,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2753",2753,28,"Pre",0.9212,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2754",2754,28,"Pre",1.25303,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2755",2755,28,"Pre",1.61813,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2756",2756,28,"Pre",2.44276,"negative","self",1,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2757",2757,28,"Pre",1.58172,"positive","self",0,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2758",2758,28,"Pre",1.28538,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2759",2759,28,"Pre",1.39412,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2760",2760,28,"Pre",2.67818,"positive","self",1,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2761",2761,28,"Pre",2.04689,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2762",2762,28,"Pre",1.75897,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2763",2763,28,"Pre",1.68711,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2764",2764,28,"Pre",1.75758,"negative","self",0,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2765",2765,28,"Pre",1.17586,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2766",2766,28,"Pre",1.11844,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2767",2767,28,"Pre",1.73137,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2768",2768,28,"Pre",1.52203,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2769",2769,28,"Pre",1.60015,"positive","self",0,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2770",2770,28,"Pre",1.29634,"positive","self",1,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2771",2771,28,"Pre",1.18796,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2772",2772,28,"Pre",1.72102,"positive","self",0,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2773",2773,28,"Pre",1.01582,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2774",2774,28,"Pre",1.36182,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2775",2775,28,"Pre",1.19049,"positive","self",0,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2776",2776,28,"Pre",1.70698,"negative","self",1,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2777",2777,28,"Pre",1.01094,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2778",2778,28,"Pre",0.90379,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2779",2779,28,"Pre",1.18349,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2780",2780,28,"Pre",2.51912,"positive","self",1,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2781",2781,28,"Pre",1.60327,"positive","self",0,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2782",2782,28,"Pre",0.95111,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2783",2783,28,"Pre",1.08403,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2784",2784,28,"Pre",2.2648,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2785",2785,28,"Pre",1.11035,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2786",2786,28,"Pre",1.39986,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2787",2787,28,"Pre",1.26666,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2788",2788,28,"Pre",0.95867,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2789",2789,28,"Pre",0.82211,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2790",2790,28,"Pre",0.7454,"negative","self",0,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2791",2791,28,"Pre",0.90597,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2792",2792,28,"Pre",2.45187,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2793",2793,28,"Pre",1.71499,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2794",2794,28,"Pre",0.74582,"negative","self",0,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2795",2795,28,"Pre",0.8804,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2796",2796,28,"Pre",1.49361,"positive","self",1,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2797",2797,28,"Pre",2.2938,"positive","self",0,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2798",2798,28,"Pre",0.9367,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2799",2799,28,"Pre",0.95015,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2800",2800,28,"Pre",0.89117,"positive","self",1,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2801",2801,28,"Pre",1.94954,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2802",2802,28,"Pre",2.69653,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2803",2803,28,"Pre",1.71274,"positive","self",0,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2804",2804,28,"Pre",0.75369,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2805",2805,28,"Pre",2.80037,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2806",2806,28,"Post",2.10232,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2807",2807,28,"Post",1.75422,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2808",2808,28,"Post",1.21698,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2809",2809,28,"Post",1.50968,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2810",2810,28,"Post",1.48615,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2811",2811,28,"Post",1.16038,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2812",2812,28,"Post",2.32077,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2813",2813,28,"Post",0.96775,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2814",2814,28,"Post",1.44663,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2815",2815,28,"Post",1.13481,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2816",2816,28,"Post",2.03309,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2817",2817,28,"Post",1.89587,"negative","self",1,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2818",2818,28,"Post",1.99208,"negative","self",1,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2819",2819,28,"Post",1.01858,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2820",2820,28,"Post",0.87946,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2821",2821,28,"Post",1.57892,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2822",2822,28,"Post",1.29558,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2823",2823,28,"Post",0.85244,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2824",2824,28,"Post",2.10005,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2825",2825,28,"Post",0.86788,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2826",2826,28,"Post",0.75251,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2827",2827,28,"Post",1.15173,"positive","self",0,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2828",2828,28,"Post",1.00255,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2829",2829,28,"Post",1.41577,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2830",2830,28,"Post",1.0525,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2831",2831,28,"Post",2.03294,"positive","self",0,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2832",2832,28,"Post",1.26094,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2833",2833,28,"Post",1.33578,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2834",2834,28,"Post",1.21672,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2835",2835,28,"Post",1.00373,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2836",2836,28,"Post",2.21266,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2837",2837,28,"Post",2.46697,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2838",2838,28,"Post",1.2788,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2839",2839,28,"Post",1.39625,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2840",2840,28,"Post",0.9338,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2841",2841,28,"Post",1.75298,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2842",2842,28,"Post",1.20713,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2843",2843,28,"Post",0.81484,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2844",2844,28,"Post",1.44853,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2845",2845,28,"Post",1.30168,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2846",2846,28,"Post",1.00298,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2847",2847,28,"Post",0.8014,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2848",2848,28,"Post",1.54727,"positive","self",0,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2849",2849,28,"Post",1.4448,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2850",2850,28,"Post",2.35276,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"2851",2851,28,"Post",2.47837,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2852",2852,28,"Post",1.21032,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2853",2853,28,"Post",1.26117,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2854",2854,28,"Post",1.92492,"positive","self",0,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2855",2855,28,"Post",1.53275,"negative","self",1,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2856",2856,28,"Post",0.96192,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"2857",2857,28,"Post",2.43798,"positive","self",0,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2858",2858,28,"Post",1.40068,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2859",2859,28,"Post",0.86853,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2860",2860,28,"Post",0.85809,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"2861",2861,28,"Post",0.76711,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"2862",2862,29,"Pre",1.1023,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2863",2863,29,"Pre",1.42069,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2864",2864,29,"Pre",1.39486,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2865",2865,29,"Pre",2.86501,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2866",2866,29,"Pre",1.0469,"positive","self",1,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2867",2867,29,"Pre",1.24538,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2868",2868,29,"Pre",1.2435,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"2869",2869,29,"Pre",1.63084,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2870",2870,29,"Pre",0.9969,"negative","self",0,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2871",2871,29,"Pre",1.52288,"negative","self",0,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"2872",2872,29,"Pre",1.35581,"positive","self",1,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"2873",2873,29,"Pre",1.80622,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"2874",2874,29,"Pre",2.03786,"negative","self",1,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
