"","X","subj_idx","session","rt","valence","task","response","correct","ctl_type","task_n","correct_n","valence_n","session_n","task_switch","treatment_cond","val_ctr","sess_ctr","ts_ctr"
"188",188,2,"Post",2.01666,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"189",189,2,"Post",1.65982,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"190",190,2,"Post",1.36497,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"191",191,2,"Post",0.93296,"negative","self",1,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"192",192,2,"Post",2.55867,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"193",193,2,"Post",1.67269,"positive","self",0,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"194",194,2,"Post",1.43161,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"195",195,2,"Post",1.67784,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"196",196,2,"Post",1.73426,"positive","self",0,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"197",197,2,"Post",1.2631,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"198",198,2,"Post",2.67233,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"199",199,2,"Post",1.16096,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"200",200,2,"Post",1.00148,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"201",201,2,"Post",1.28051,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"202",202,2,"Post",2.46031,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"203",203,2,"Post",2.47421,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"204",204,2,"Post",1.14021,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"205",205,2,"Post",1.03635,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"206",206,2,"Post",1.20452,"positive","self",0,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"207",207,2,"Post",1.28698,"positive","self",0,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"208",208,2,"Post",1.41985,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"209",209,2,"Post",1.09962,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"210",210,2,"Post",2.27717,"negative","self",1,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"211",211,2,"Post",1.53379,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"212",212,2,"Post",1.98522,"positive","self",0,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"213",213,2,"Post",1.60167,"negative","self",1,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"214",214,2,"Post",1.27558,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"215",215,2,"Post",1.23133,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"216",216,2,"Post",1.03336,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"217",217,2,"Post",2.75396,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"218",218,2,"Post",2.12894,"positive","self",0,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"219",219,2,"Post",1.54433,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"220",220,2,"Post",2.6075,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"221",221,2,"Post",2.24448,"negative","self",1,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"222",222,2,"Post",0.91919,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"223",223,2,"Post",2.10183,"positive","self",0,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"224",224,2,"Post",1.06631,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"225",225,2,"Post",0.99507,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"226",226,3,"Pre",1.70909,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"227",227,3,"Pre",1.04964,"negative","self",1,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"228",228,3,"Pre",1.08329,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"229",229,3,"Pre",1.12665,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"230",230,3,"Pre",1.51738,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"231",231,3,"Pre",1.64627,"negative","self",0,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"232",232,3,"Pre",1.24873,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"233",233,3,"Pre",1.03746,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"234",234,3,"Pre",1.00445,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"235",235,3,"Pre",1.21124,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"236",236,3,"Pre",1.58602,"negative","self",1,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"237",237,3,"Pre",0.89326,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"238",238,3,"Pre",1.01917,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"239",239,3,"Pre",1.17945,"positive","self",0,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"240",240,3,"Pre",1.39889,"negative","self",1,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"241",241,3,"Pre",1.15065,"negative","self",0,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"242",242,3,"Pre",1.48608,"positive","self",0,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"243",243,3,"Pre",1.48849,"positive","self",0,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"244",244,3,"Pre",1.34984,"negative","self",1,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"245",245,3,"Pre",1.83415,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"246",246,3,"Pre",1.18578,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"247",247,3,"Pre",1.96824,"negative","self",0,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"248",248,3,"Pre",1.2728,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"249",249,3,"Pre",0.99579,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"250",250,3,"Pre",1.48711,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"251",251,3,"Pre",1.41659,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"252",252,3,"Pre",1.07518,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"253",253,3,"Pre",0.94652,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"254",254,3,"Pre",0.9299,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"255",255,3,"Pre",0.98144,"negative","self",0,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"256",256,3,"Pre",0.88569,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"257",257,3,"Pre",0.9506,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"258",258,3,"Pre",1.43706,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"259",259,3,"Pre",1.17649,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"260",260,3,"Pre",1.03473,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"261",261,3,"Pre",1.78503,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"262",262,3,"Pre",1.03318,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"263",263,3,"Pre",1.05291,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"264",264,3,"Pre",1.32522,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"265",265,3,"Pre",1.38893,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"266",266,3,"Pre",1.12533,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"267",267,3,"Pre",1.08811,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"268",268,3,"Pre",1.337,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"269",269,3,"Pre",0.86419,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"270",270,3,"Pre",0.92649,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"271",271,3,"Pre",0.86361,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"272",272,3,"Pre",1.10622,"negative","self",1,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"273",273,3,"Pre",1.85383,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"274",274,3,"Pre",1.11461,"negative","self",1,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"275",275,3,"Pre",1.08134,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"276",276,3,"Pre",1.52082,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"277",277,3,"Pre",1.0448,"negative","self",0,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"278",278,3,"Pre",0.8478,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"279",279,3,"Pre",0.92635,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"280",280,3,"Pre",1.03496,"negative","self",1,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"281",281,3,"Pre",1.23943,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"282",282,3,"Pre",0.99677,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"283",283,3,"Pre",1.18592,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"284",284,3,"Pre",1.28607,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"285",285,3,"Post",1.23826,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"286",286,3,"Post",1.1819,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"287",287,3,"Post",0.80172,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"288",288,3,"Post",1.74935,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"289",289,3,"Post",1.679,"positive","self",0,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"290",290,3,"Post",1.10817,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"291",291,3,"Post",1.39951,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"292",292,3,"Post",2.49684,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"293",293,3,"Post",1.84837,"negative","self",1,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"294",294,3,"Post",0.97688,"positive","self",0,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"295",295,3,"Post",1.1298,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"296",296,3,"Post",1.93671,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"297",297,3,"Post",1.60288,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"298",298,3,"Post",1.03778,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"299",299,3,"Post",0.92837,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"300",300,3,"Post",0.97613,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"301",301,3,"Post",1.01713,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"302",302,3,"Post",1.6803,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"303",303,3,"Post",1.36138,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"304",304,3,"Post",0.82294,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"305",305,3,"Post",1.29821,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"306",306,3,"Post",0.92395,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"307",307,3,"Post",0.94457,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"308",308,3,"Post",1.35634,"positive","self",0,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"309",309,3,"Post",0.96813,"positive","self",0,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"310",310,3,"Post",0.8733,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"311",311,3,"Post",0.91137,"positive","self",0,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"312",312,3,"Post",1.2967,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"313",313,3,"Post",2.07239,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"314",314,3,"Post",1.88218,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"315",315,3,"Post",0.92305,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"316",316,3,"Post",1.46856,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"317",317,3,"Post",1.47767,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"318",318,3,"Post",1.96279,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"319",319,3,"Post",1.4382,"negative","self",1,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"320",320,3,"Post",1.39222,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"321",321,3,"Post",1.70523,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"322",322,3,"Post",2.20007,"negative","self",1,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"323",323,3,"Post",1.50208,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"324",324,3,"Post",1.94168,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"325",325,3,"Post",0.99049,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"326",326,3,"Post",0.92201,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"327",327,3,"Post",2.29663,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"328",328,3,"Post",1.4821,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"329",329,3,"Post",0.94215,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"330",330,3,"Post",1.08665,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"331",331,3,"Post",1.06521,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"332",332,3,"Post",1.2444,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"333",333,3,"Post",1.56952,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"334",334,3,"Post",1.29063,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"335",335,3,"Post",0.92471,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"336",336,3,"Post",1.02554,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"337",337,3,"Post",1.13969,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"338",338,3,"Post",0.97148,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"339",339,3,"Post",1.36382,"negative","self",1,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"340",340,3,"Post",0.84764,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"341",341,3,"Post",0.89978,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"342",342,3,"Post",0.82503,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"343",343,4,"Pre",0.8759,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"344",344,4,"Pre",0.72285,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"345",345,4,"Pre",1.18828,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"346",346,4,"Pre",0.91373,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"347",347,4,"Pre",1.28535,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"348",348,4,"Pre",1.1608,"negative","self",1,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"349",349,4,"Pre",1.09736,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"350",350,4,"Pre",1.6271,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
